1017 Statistic "clientsCount":  279
┌─────────┬─────────┬───────────┬──────────┬──────────┐
│ (index) │   rss   │ heapTotal │ heapUsed │ external │
│  3513   │ 97.964  │  59.728   │  30.063  │  1.364   │
│  3514   │ 105.189 │  59.728   │  39.181  │  1.368   │
│  3515   │ 106.906 │  61.825   │  32.226  │  1.368   │
│  3516   │ 107.889 │  62.611   │  40.224  │  1.372   │
│  3517   │ 108.093 │  65.606   │  20.685  │   1.36   │
│  3518   │ 63.484  │  19.206   │  16.56   │   1.36   │
│  3519   │ 74.252  │  29.168   │  21.623  │   1.36   │
│  3520   │ 80.851  │  39.391   │  18.107  │  1.364   │
│  3521   │ 85.271  │  40.071   │  26.763  │  1.364   │
│  3522   │ 86.188  │  55.382   │  20.425  │  1.364   │
│  3523   │ 95.126  │  56.062   │  26.774  │  1.364   │
│  3524   │ 101.544 │  56.062   │  32.67   │  1.364   │
│  3525   │ 101.233 │  55.906   │  23.272  │  1.368   │
│  3526   │ 102.924 │  57.897   │  30.36   │  1.368   │
│  3527   │ 103.797 │  59.208   │  34.133  │  1.368   │
│  3528   │ 104.374 │  59.314   │  16.183  │   1.36   │
│  3529   │ 105.054 │  59.994   │  22.838  │   1.36   │
│  3530   │ 105.054 │  59.994   │  28.533  │  1.364   │
│  3531   │ 105.054 │  59.994   │  32.033  │  1.364   │
│  3532   │ 105.185 │  59.994   │  34.924  │  1.364   │
│  3533   │ 104.505 │  59.314   │  20.843  │  1.364   │
│  3534   │ 105.185 │  59.994   │  26.704  │  1.364   │
│  3535   │ 105.185 │  59.994   │  30.361  │  1.368   │
│  3536   │ 105.185 │  59.994   │  33.282  │  1.368   │
│  3537   │ 103.473 │  58.003   │  10.136  │   1.36   │
│  3538   │ 103.473 │  58.003   │  10.351  │   1.36   │
│  3539   │ 103.518 │  58.003   │  11.131  │   1.36   │
│  3540   │ 103.535 │  58.003   │  12.36   │   1.36   │
│  3541   │ 104.219 │  58.687   │  18.146  │   1.36   │
│  3542   │ 104.219 │  58.687   │  22.419  │  1.364   │
│  3543   │ 104.219 │  58.687   │  26.423  │  1.364   │
│  3544   │ 104.219 │  58.687   │  30.368  │  1.364   │
│  3545   │ 103.535 │  58.003   │  18.093  │  1.368   │
│  3546   │ 104.219 │  58.687   │  25.14   │  1.368   │
│  3547   │ 104.219 │  58.687   │  31.387  │  1.372   │
│  3548   │ 102.769 │  58.528   │  16.047  │   1.36   │
│  3549   │ 103.453 │  59.212   │  23.643  │  1.364   │
│  3550   │ 104.763 │  59.212   │  31.422  │  1.364   │
│  3551   │ 104.763 │  59.212   │  27.358  │  1.368   │
│  3552   │ 104.763 │  59.212   │  35.845  │  1.372   │
│  3553   │ 104.079 │  58.528   │  21.11   │   1.36   │
│  3554   │ 104.776 │  59.212   │  30.462  │  1.364   │
│  3555   │ 104.092 │  58.528   │  25.326  │  1.368   │
│  3556   │ 104.776 │  59.212   │  33.685  │  1.372   │
│  3557   │ 107.11  │  64.037   │  20.524  │   1.36   │
│  3558   │ 107.893 │  64.721   │  31.761  │  1.364   │
│  3559   │ 69.845  │  26.022   │  21.802  │   1.36   │
│  3560   │ 78.025  │  40.964   │  23.646  │  1.364   │
│  3561   │ 87.085  │  41.488   │  28.702  │  1.368   │
│  3562   │ 90.857  │  62.198   │  23.752  │   1.36   │
│  3563   │ 103.018 │  62.886   │  33.543  │  1.364   │
│  3564   │ 107.524 │  62.198   │  28.039  │  1.368   │
│  3565   │ 108.216 │  62.886   │  35.914  │  1.368   │
│  3566   │ 109.105 │  63.934   │  45.081  │  1.372   │
│  3567   │ 112.116 │  66.916   │  20.251  │   1.36   │
│  3568   │ 65.249  │  21.041   │  18.246  │   1.36   │
│  3569   │ 76.091  │   30.74   │  23.779  │   1.36   │
│  3570   │ 83.055  │  40.964   │  19.797  │  1.364   │
│  3571   │ 86.872  │  58.528   │  18.525  │  1.364   │
│  3572   │ 95.785  │  59.216   │  23.844  │  1.364   │
│  3573   │ 104.845 │  59.216   │  31.342  │  1.364   │
│  3574   │ 104.161 │  58.528   │  23.736  │  1.368   │
│  3575   │ 104.849 │  59.216   │  28.701  │  1.368   │
│  3576   │ 104.849 │  59.216   │  35.468  │  1.372   │
│  3577   │ 105.783 │  61.411   │  15.441  │   1.36   │
│  3578   │ 106.471 │  62.099   │  20.907  │   1.36   │
│  3579   │ 107.504 │  62.099   │  26.332  │  1.364   │
│  3580   │ 107.504 │  62.099   │  32.119  │  1.364   │
│  3581   │ 106.815 │  61.411   │  21.155  │  1.368   │
│  3582   │ 107.524 │  62.104   │  26.389  │  1.368   │
│  3583   │ 107.524 │  62.104   │  32.123  │  1.368   │
│  3584   │ 107.524 │  62.104   │  36.545  │  1.372   │
│  3585   │ 105.529 │  60.625   │  12.92   │   1.36   │
│  3586   │ 106.222 │  61.317   │  18.931  │   1.36   │
│  3587   │ 106.758 │  61.317   │  22.849  │   1.36   │
│  3588   │ 106.758 │  61.317   │  25.525  │   1.36   │
│  3589   │ 106.758 │  61.317   │  27.794  │   1.36   │
│  3590   │ 106.824 │  61.317   │  29.416  │   1.36   │
│  3591   │ 106.828 │  61.317   │  30.717  │   1.36   │
│  3592   │ 106.844 │  61.317   │  32.162  │  1.364   │
│  3593   │ 106.152 │  60.625   │  17.379  │  1.364   │
│  3594   │ 106.844 │  61.317   │  23.801  │  1.364   │
│  3595   │ 106.844 │  61.317   │  28.177  │  1.364   │
│  3596   │ 106.856 │  61.317   │  33.041  │  1.368   │
│  3597   │ 104.718 │  59.314   │  11.89   │   1.36   │
│  3598   │ 105.415 │  60.006   │  18.374  │   1.36   │
│  3599   │ 105.673 │  60.006   │  23.424  │  1.364   │
│  3600   │ 105.673 │  60.006   │  28.559  │  1.364   │
│  3601   │ 104.98  │  59.314   │  17.338  │  1.368   │
│  3602   │ 105.677 │   60.01   │  23.997  │  1.368   │
│  3603   │ 105.677 │   60.01   │  31.156  │  1.368   │
│  3604   │ 100.278 │  55.382   │  15.62   │   1.36   │
│  3605   │ 100.975 │  56.078   │  23.641  │  1.364   │
│  3606   │ 101.749 │  56.078   │  29.252  │  1.364   │
│  3607   │ 101.052 │  55.382   │  20.855  │  1.368   │
│  3608   │ 101.749 │  56.078   │   30.1   │  1.368   │
│  3609   │ 101.937 │  56.603   │  36.155  │  1.372   │
│  3610   │ 103.244 │  58.266   │  20.296  │   1.36   │
│  3611   │ 104.022 │  58.962   │  31.018  │  1.364   │
│  3612   │ 103.879 │  58.266   │  22.082  │  1.364   │
│  3613   │ 104.575 │  58.962   │  32.111  │  1.368   │
│  3614   │ 104.575 │  58.962   │  38.974  │  1.372   │
│  3615   │ 106.324 │  60.887   │  21.019  │   1.36   │
│  3616   │ 107.02  │  61.583   │  30.463  │  1.364   │
│  3617   │ 106.422 │  60.887   │  23.687  │  1.368   │
│  3618   │ 107.143 │  61.583   │  34.352  │  1.372   │
│  3619   │ 107.143 │  61.583   │  40.421  │  1.372   │
│  3620   │ 107.549 │   62.46   │  23.326  │  1.364   │
│  3621   │ 108.249 │  63.156   │  30.568  │  1.364   │
│  3622   │ 107.598 │   62.46   │  24.544  │  1.368   │
│  3623   │ 108.536 │   63.16   │  32.65   │  1.368   │
│  3624   │ 108.741 │   63.16   │  39.145  │  1.372   │
│  3625   │ 108.184 │  63.508   │  21.406  │  1.364   │
│  3626   │ 108.884 │  64.209   │  27.848  │  1.364   │
│  3627   │ 109.908 │  64.209   │  36.27   │  1.364   │
│  3628   │ 109.916 │  64.209   │  29.822  │  1.368   │
│  3629   │ 109.916 │  64.209   │  36.125  │  1.368   │
│  3630   │ 109.494 │  64.561   │  18.961  │  1.364   │
│  3631   │ 61.501  │  16.323   │  14.031  │   1.36   │
│  3632   │ 71.782  │  26.546   │  19.24   │  1.364   │
│  3633   │ 79.753  │  36.246   │  18.629  │   1.36   │
│  3634   │ 82.252  │  53.547   │  13.987  │   1.36   │
│  3635   │ 91.316  │  54.247   │  21.659  │  1.364   │
│  3636   │ 99.865  │  54.247   │  27.733  │  1.364   │
│  3637   │ 99.181  │  53.547   │  18.628  │  1.368   │
│  3638   │ 100.008 │  55.296   │  24.181  │  1.368   │
│  3639   │ 100.311 │  55.296   │  29.065  │  1.368   │
│  3640   │ 100.798 │  56.082   │  33.639  │  1.368   │
│  3641   │ 102.113 │  56.869   │  38.011  │  1.368   │
│  3642   │ 103.076 │  57.741   │  13.324  │  1.364   │
│  3643   │ 103.776 │  58.442   │  19.287  │  1.364   │
│  3644   │ 103.776 │  58.442   │  22.72   │  1.364   │
│  3645   │ 103.78  │  58.446   │  25.529  │  1.364   │
│  3646   │ 103.78  │  58.446   │  27.645  │  1.364   │
│  3647   │ 103.78  │  58.446   │  29.604  │  1.364   │
│  3648   │ 103.78  │  58.446   │  31.542  │  1.364   │
│  3649   │ 103.076 │  57.741   │  17.087  │  1.364   │
│  3650   │ 103.78  │  58.446   │  23.603  │  1.368   │
│  3651   │ 103.78  │  58.446   │  28.401  │  1.368   │
│  3652   │ 103.78  │  58.446   │  33.43   │  1.368   │
│  3653   │ 103.162 │  57.741   │  21.993  │  1.372   │
│  3654   │ 102.06  │  56.431   │  13.639  │   1.36   │
│  3655   │ 102.765 │  57.135   │  21.153  │  1.364   │
│  3656   │ 102.765 │  57.135   │  28.834  │  1.364   │
│  3657   │ 102.06  │  56.431   │  19.769  │  1.368   │
│  3658   │ 102.765 │  57.135   │  27.776  │  1.372   │
│  3659   │ 101.036 │  56.955   │  16.75   │   1.36   │
│  3660   │ 101.855 │  57.659   │  26.615  │  1.364   │
│  3661   │ 102.699 │  56.955   │  21.978  │  1.368   │
│  3662   │ 103.404 │  57.659   │  32.399  │  1.372   │
│  3663   │ 105.333 │  61.149   │  20.681  │   1.36   │
│  3664   │ 106.152 │  61.854   │  31.274  │  1.364   │
│  3665   │ 69.743  │  26.546   │  21.038  │   1.36   │
│  3666   │ 78.684  │  42.013   │  23.519  │  1.364   │
│  3667   │ 87.769  │  42.275   │  27.557  │  1.368   │
│  3668   │ 90.894  │  62.198   │  23.446  │   1.36   │
│  3669   │ 103.78  │  62.906   │  34.306  │  1.364   │
│  3670   │ 107.491 │  62.198   │  26.273  │  1.364   │
│  3671   │ 108.417 │  62.906   │  37.91   │  1.368   │
│  3672   │ 108.548 │  62.906   │  44.146  │  1.368   │
│  3673   │ 111.059 │  65.606   │  22.82   │  1.364   │
│  3674   │ 111.772 │  66.314   │  31.704  │  1.368   │
│  3675   │ 111.063 │  65.606   │  24.284  │  1.368   │
│  3676   │ 111.772 │  66.314   │  34.297  │  1.372   │
│  3677   │ 111.772 │  66.314   │  39.416  │  1.372   │
│  3678   │ 110.539 │  65.081   │  20.167  │  1.364   │
│  3679   │ 111.247 │   65.79   │  29.343  │  1.364   │
│  3680   │ 111.247 │   65.79   │  35.898  │  1.368   │
│  3681   │ 111.284 │   65.79   │  30.59   │  1.368   │
│  3682   │ 111.313 │   65.79   │  36.474  │  1.372   │
│  3683   │ 108.048 │  62.984   │  17.07   │   1.36   │
│  3684   │ 108.757 │  63.693   │  25.523  │  1.364   │
│  3685   │ 109.273 │  63.693   │  31.501  │  1.364   │
│  3686   │ 108.581 │  62.984   │  20.651  │  1.364   │
│  3687   │ 109.294 │  63.697   │  28.833  │  1.368   │
│  3688   │ 109.294 │  63.697   │  34.969  │  1.368   │
│  3689   │ 109.294 │  63.697   │  38.996  │  1.368   │
│  3690   │ 106.775 │  61.149   │  15.123  │   1.36   │
│  3691   │ 107.487 │  61.862   │  21.712  │  1.364   │
│  3692   │ 107.512 │  61.862   │  26.944  │  1.364   │
│  3693   │ 107.573 │  61.862   │  31.006  │  1.364   │
│  3694   │ 107.598 │  61.862   │  34.021  │  1.364   │
│  3695   │ 107.598 │  61.862   │  23.675  │  1.364   │
│  3696   │ 107.614 │  61.862   │  27.214  │  1.364   │
│  3697   │ 107.614 │  61.862   │  29.912  │  1.364   │
│  3698   │ 107.614 │  61.862   │  32.314  │  1.368   │
│  3699   │ 107.614 │  61.862   │  35.177  │  1.368   │
│  3700   │ 105.853 │  60.101   │   8.38   │   1.36   │
│  3701   │ 106.566 │  60.813   │  15.503  │   1.36   │
│  3702   │ 106.566 │  60.813   │  20.479  │  1.364   │
│  3703   │ 106.566 │  60.813   │  25.655  │  1.364   │
│  3704   │ 105.853 │  60.101   │  14.231  │  1.364   │
│  3705   │ 106.566 │  60.813   │  21.59   │  1.368   │
│  3706   │ 106.566 │  60.813   │  28.515  │  1.368   │
│  3707   │ 105.894 │  60.101   │  19.692  │  1.372   │
│  3708   │ 99.881  │   55.12   │  17.451  │   1.36   │
│  3709   │ 100.598 │  55.837   │  26.397  │  1.364   │
│  3710   │ 100.925 │   55.12   │  20.822  │  1.368   │
│  3711   │ 101.642 │  55.837   │  30.697  │  1.372   │
│  3712   │ 103.391 │  59.314   │  19.301  │   1.36   │
│  3713   │ 104.374 │  60.297   │  29.446  │  1.364   │
│  3714   │ 105.144 │   59.58   │  25.251  │  1.368   │
│  3715   │ 106.582 │  61.084   │  36.066  │  1.372   │
│  3716   │ 107.794 │  62.984   │  23.373  │  1.364   │
│  3717   │ 108.511 │  63.701   │  32.771  │  1.364   │
│  3718   │ 108.573 │  62.984   │  29.327  │  1.368   │
│  3719   │ 109.289 │  63.701   │  40.007  │  1.372   │
│  3720   │ 110.35  │  65.081   │  24.196  │  1.364   │
│  3721   │ 111.067 │  65.798   │  33.783  │  1.364   │
│  3722   │ 111.096 │  65.343   │  27.346  │  1.368   │
│  3723   │ 111.813 │   66.06   │  38.621  │  1.372   │
│  3724   │ 111.886 │  66.322   │  43.986  │  1.372   │
│  3725   │ 111.432 │  65.606   │  22.879  │  1.364   │
│  3726   │ 112.148 │  66.322   │  30.897  │  1.364   │
│  3727   │ 111.432 │  65.606   │  24.159  │  1.368   │
│  3728   │ 112.148 │  66.322   │   32.8   │  1.368   │
│  3729   │ 112.148 │  66.322   │  38.753  │  1.368   │
│  3730   │ 110.916 │  65.606   │  19.374  │  1.364   │
│  3731   │ 111.636 │  66.327   │  27.11   │  1.364   │
│  3732   │ 112.153 │  66.327   │  34.288  │  1.368   │
│  3733   │ 112.153 │  66.327   │  29.248  │  1.372   │
│  3734   │ 112.153 │  66.327   │  33.967  │  1.372   │
│  3735   │ 107.762 │  61.936   │  16.574  │   1.36   │
│  3736   │ 108.483 │  62.657   │  24.711  │  1.364   │
│  3737   │ 108.483 │  62.657   │  29.595  │  1.364   │
│  3738   │ 107.762 │  61.936   │  19.378  │  1.364   │
